38.37142857	23.3
43.68571429	23.42857143
49.28571429	23.34285714
54.68571429	23.32857143
59.7	23.38571429
64.34285714	23.5
68.64285714	23.57142857
72.68571429	23.7
76.57142857	23.85714286
80.3	23.9
83.92857143	23.1
87.57142857	23.37142857
91.18571429	23.34285714
94.74285714	23.37142857
98.25714286	23.17142857
101.7714286	22.88571429
105.2714286	22.9
108.7714286	23.82857143
112.2714286	23.64285714
115.7428571	23.78571429
119.2	23.87142857
122.7285714	24.07142857
126.1714286	24.35714286
129.6	24.47142857
133	24.52857143
136.3857143	24.55714286
139.7428571	24.6
143.1857143	24.54285714
146.6	24.58571429
150.1285714	24.65714286
153.6857143	24.82857143
157.2857143	25.07142857
160.9	25.12857143
164.5571429	25.08571429
168.2142857	25.2
171.8285714	25.22857143
175.3857143	25.21428571
178.9571429	25.01428571
182.5	24.81428571
186.0285714	24.91428571
189.5428571	24.88571429
193.1	24.85714286
196.7285714	24.88571429
200.4142857	25.72857143
204.1428571	25.61428571
208	25.68571429
211.9	25.67142857
215.8714286	25.8
219.8142857	25.82857143
223.8142857	25.91428571
227.7714286	25.1
231.7285714	25.41428571
235.6142857	25.41428571
239.4571429	25.77142857
243.2714286	25.81428571
247.0285714	25.67142857
250.6285714	25.57142857
254.2142857	25.51428571
257.7428571	25.21428571
261.2571429	26.28571429
264.8	25.87142857
268.4	26.14285714
272.0714286	26.6
275.8571429	26.5
279.8	26.91428571
283.7857143	26.52857143
287.8	25.42857143
291.8857143	25.54285714
295.9	25.08571429
299.9285714	24.82857143
303.9	24.92857143
307.8	24.55714286
311.6857143	25.11428571
315.5571429	25.1
319.3285714	25.01428571
323.1142857	24.97142857
326.8571429	25.11428571
330.6714286	25.14285714
334.4857143	25.04285714
338.3	25.04285714
342.0714286	24.98571429
345.8714286	24.92857143
349.6571429	24.98571429
353.3857143	24.71428571
357.0571429	24.58571429
360.6571429	23.7
364.2285714	23.75714286
367.8285714	23.18571429
371.4	23.62857143
375	23.64285714
378.6142857	23.71428571
382.2	25.22857143
385.8714286	26.54285714
389.6428571	26.75714286
393.4714286	25.97142857
397.3714286	25.92857143
401.2285714	26.25714286
405.1285714	27.42857143
409	26.14285714
412.7285714	25.34285714
416.2571429	23.6
419.5285714	24.92857143
422.6571429	24.87142857
425.8142857	24.65714286
